session_id,usb_entropy,usb_state_code,api_call_freq,permission_count,system_cpu_load,system_mem_usage,behavioral_score,signature_score,event_code,label
168,1.935864909,1,259,2,28.6954781,2746.778709,0.793788444,0.014796192,842,0
169,1.92950253,2,124,8,53.23645922,2568.561559,0.839211994,0.068353067,719,0
170,2.081886187,1,345,14,62.1100498,2441.080509,0.407605928,0.221566925,619,0
171,0.310167688,4,293,19,9.645283617,3286.271027,0.338822473,0.649404641,445,0
172,0.100159945,4,404,14,91.49044606,2689.242332,0.850033726,0.617621504,745,0
173,0.318944718,3,64,18,23.34674773,2642.406516,0.555721173,0.947126499,403,0
174,0.272114281,2,455,3,58.4845565,3566.418529,0.525918116,0.153661936,700,0
175,1.395405503,4,83,18,26.36808127,2412.853385,0.33029011,0.695489992,184,0
176,3.237652891,3,54,2,27.18510268,2122.506434,0.255152232,0.654621344,204,0
177,2.772980836,3,360,15,85.77408203,128.1538835,0.532956947,0.492188536,842,0
178,1.077161434,0,22,9,73.73795904,3459.049044,0.937561496,0.806421108,583,1
179,2.376450229,2,109,1,46.74126967,1232.499924,0.63119219,0.615757524,892,0
180,1.650747468,2,433,9,33.88556796,3730.848796,0.40088654,0.022949914,816,1
181,3.467092631,2,342,15,77.90049379,490.7562193,0.516053893,0.119846518,607,0
182,2.840970818,0,343,14,78.87424317,2413.91783,0.504293988,0.583224957,995,0
183,3.192375564,0,328,7,71.57465837,3670.874173,0.133625429,0.254553943,285,0
184,3.037687023,4,175,16,1.990501769,1847.687311,0.10915532,0.277468724,572,0
185,1.430384053,2,362,6,22.66154383,2447.002629,0.594557108,0.766270422,761,0
186,3.443844456,0,21,10,82.24239406,1917.586433,0.340197309,0.136565048,851,0
187,1.559781284,3,293,12,67.32229421,3867.67549,0.546530882,0.438967302,231,0
188,0.304955401,2,379,3,29.56542021,2346.276499,0.057639932,0.410383885,878,0
189,0.61409192,2,166,2,8.782840068,3192.693814,0.364649148,0.915590873,519,1
190,1.328532716,1,263,16,87.96121026,1496.538486,0.701106377,0.720073809,766,0
191,2.480078204,1,212,19,68.66854981,796.0522032,0.634422732,0.721070269,679,0
192,1.220950884,1,431,2,74.03950652,3283.570391,0.44811065,0.955794092,580,0
193,2.328147531,2,11,7,65.81899352,3408.607685,0.538721651,0.636724206,746,0
194,2.672686679,0,473,11,55.61295834,3348.748426,0.310570909,0.755538774,255,0
195,1.112623831,0,394,19,77.4639839,1812.11495,0.600809832,0.631711411,567,0
196,3.129639468,1,179,5,84.70415186,3871.910061,0.91279406,0.42193272,911,0
197,1.054389278,3,412,17,61.1418484,2922.404079,0.060505851,0.508729152,634,0
198,2.869169358,0,78,16,71.33813028,3081.599446,0.60801762,0.739989316,450,1
199,2.976924744,0,406,7,88.32859354,216.0396565,0.342299152,0.281941752,267,1
200,1.144139064,1,245,2,81.66475553,2870.637573,0.962742218,0.0438376,338,0
201,1.388215888,2,78,19,38.9759588,270.5987096,0.378546121,0.204044126,506,0
202,3.004016212,0,161,6,73.45779249,3503.772952,0.495909152,0.399465915,904,0
203,2.560500349,1,242,17,84.69571518,2992.696086,0.779291345,0.079423755,471,0
204,1.862093509,0,50,2,14.89176836,1634.497514,0.555322748,0.978303581,167,0
205,2.95285317,2,486,1,5.412172677,808.7646657,0.590103115,0.205681937,720,0
206,0.362672146,3,17,12,16.9039466,1885.058516,0.087312843,0.609857371,695,0
207,1.07121556,0,263,14,86.9334474,1731.006979,0.431745614,0.886141062,575,0
208,2.55388199,3,311,16,64.73241888,2013.535123,0.158611457,0.708517053,432,0
209,0.494185762,1,291,17,9.311633763,3079.39176,0.371862585,0.174565688,644,0
210,0.208376426,4,407,19,30.26248821,1289.464586,0.092310745,0.316792174,906,0
211,2.590119503,0,347,1,27.02544749,2860.552293,0.712995557,0.575279597,337,0
212,2.437813835,0,148,10,41.40910577,3926.51862,0.031005943,0.975401295,147,0
213,3.430968948,3,53,15,68.56328865,3236.599402,0.670062583,0.455988184,972,0
214,0.476230395,4,491,17,68.05238098,2755.927497,0.658495187,0.170873519,824,0
215,1.328494577,0,481,12,62.81170499,573.907129,0.692991963,0.25182888,848,0
216,2.6763078,1,353,14,36.62072274,1168.284885,0.954187384,0.541162844,138,1
217,1.643182037,4,278,12,75.94173458,2385.758714,0.838066054,0.382469567,951,0
218,2.378720736,3,178,2,8.902555799,1322.656211,0.162218705,0.254993993,825,0
219,1.059413849,0,134,17,26.46858823,2060.449205,0.517963074,0.366500056,874,0
220,2.454525953,4,229,5,34.9420423,3073.656789,0.994521057,0.292960603,913,0
221,0.672836434,2,254,10,85.04033172,2455.991184,0.903092426,0.011005092,887,1
222,2.449876041,1,153,11,8.972254743,476.5212266,0.14330944,0.122440185,681,0
223,0.354404118,4,187,17,8.435007157,3580.936087,0.787076669,0.579673188,263,0
224,2.881160597,1,472,12,36.77815196,3466.847773,0.30924518,0.815962749,155,0
225,2.170516545,0,450,2,33.42274243,3462.173554,0.265506804,0.882309849,373,0
226,2.762822961,4,340,9,51.64178447,2162.564081,0.373527168,0.733811117,180,0
227,1.682976414,1,39,2,52.330946,3627.276913,0.588915202,0.920314693,760,0
228,2.32266292,1,479,1,74.88619686,1810.03006,0.037610644,0.648406683,355,0
229,1.5411866,4,428,3,42.07876835,1165.662519,0.122356681,0.763467734,139,0
230,2.476387488,4,348,8,17.96686606,366.4686153,0.931655645,0.195864464,937,0
231,2.834466799,3,446,4,30.56332733,2477.341765,0.427567433,0.231735294,554,0
232,2.614690983,3,375,8,60.42856125,931.4493169,0.454405781,0.488404636,997,0
233,0.135006781,0,147,10,17.07269146,3930.41873,0.996978696,0.998649657,852,1
234,1.522731027,2,343,6,39.09127727,3961.712326,0.498495985,0.833696133,116,0
235,3.073967425,1,325,2,73.79417709,608.6190792,0.292868574,0.432398317,628,0
236,0.244354114,4,357,5,60.72954051,1411.747002,0.971673974,0.144097285,973,0
237,2.650171496,1,366,12,5.725464467,990.816906,0.487210158,0.296815053,421,0
238,2.308807957,2,198,2,77.4990079,2182.782118,0.227764463,0.020148016,357,0
239,1.207979198,1,212,4,31.67784752,3729.157973,0.213124248,0.281110701,331,0
240,2.933436006,2,158,17,49.45567631,2741.139451,0.726878717,0.749598592,974,0
241,0.14262916,3,144,12,6.497861189,2949.438098,0.893040565,0.436293385,824,0
242,2.867500741,1,353,16,83.8602012,1475.875782,0.016092605,0.465423867,997,0
243,0.940315478,3,109,7,25.30959378,2079.42555,0.051340675,0.162060904,916,1
244,2.956852511,3,337,13,24.73568503,2928.592592,0.331975734,0.865810778,239,0
245,2.697353388,1,57,8,53.64821242,901.499451,0.420671928,0.817627083,342,0
246,0.881333992,3,226,6,48.95300205,1320.628952,0.864966779,0.024264976,871,0
247,0.170588221,4,277,10,36.37181727,542.7433486,0.378157811,0.180243148,465,0
248,0.995454026,0,315,3,13.65164453,1380.845254,0.149007005,0.212115407,310,0
249,0.833736184,2,451,4,5.474846573,3261.398649,0.647527341,0.848607455,461,0
250,1.708696641,3,481,11,22.64302083,3798.933624,0.835723282,0.945937076,560,0
251,3.314348506,1,416,8,66.26551826,3964.219624,0.097921608,0.212678419,268,0
252,1.106118733,0,449,2,55.48287821,1012.29183,0.729360716,0.072334232,669,0
253,2.596426409,4,392,9,33.0177539,2239.477615,0.033861249,0.48690767,940,0
254,1.829663004,2,140,18,43.43391595,1473.884125,0.767175246,0.355361743,194,0
255,0.745986272,0,19,13,59.85735747,1601.823971,0.448833389,0.431579302,570,0
256,1.199956684,3,93,1,55.92919079,2296.97301,0.866806929,0.443332255,440,0
257,1.057173573,2,425,2,9.352263356,3403.199961,0.533775028,0.779585964,932,1
258,3.219237009,3,224,3,52.1786858,606.362437,0.177550472,0.583001612,966,0
259,1.291449838,3,375,5,60.5255912,2283.638925,0.93592991,0.097579963,350,0
260,0.935637787,4,231,2,15.7028186,2596.467333,0.784419736,0.73477872,256,0
261,2.763454747,0,370,6,61.91489054,136.9255376,0.663789549,0.791938038,741,0
262,2.825513816,2,373,15,50.09407782,327.8521483,0.330572823,0.300950088,332,1
263,2.826720191,1,326,4,21.06332927,1592.600297,0.196053027,0.079121574,523,0
264,2.486181648,4,20,19,38.08908622,2979.547863,0.571568304,0.97592067,201,1
265,1.591421622,4,340,17,59.38990008,1853.345084,0.190175361,0.140605383,179,0
266,2.784938845,1,315,6,59.82503187,2662.416713,0.48917945,0.567300911,575,0
267,1.5452578,4,174,11,62.45953561,1626.643811,0.46456184,0.31165403,414,0
268,1.402284952,0,340,1,89.79229067,197.522733,0.651996321,0.857533539,247,0
269,2.311518216,1,386,11,40.11700095,507.2571687,0.037573265,0.268117005,534,0
270,3.169844814,2,243,6,90.92985539,188.7739945,0.88867304,0.929513441,680,0
271,1.00021897,0,261,7,60.418694,3707.563144,0.253656306,0.849704854,742,1
272,2.612556224,4,136,10,3.143989928,1782.978028,0.099499819,0.484865551,497,0
273,2.293676208,1,446,1,74.50041279,695.7237027,0.61231163,0.888101231,752,0
274,0.182943561,4,134,5,53.25191811,91.24464619,0.093781844,0.528789225,819,0
275,3.499756374,2,29,16,66.27869938,3327.956377,0.814932765,0.834529822,771,1
276,0.821372131,4,384,7,15.70541973,3121.052599,0.948867808,0.482564548,932,0
277,1.550951107,3,13,5,74.19808314,380.0553255,0.75039537,0.899634172,913,0
278,0.859813104,2,27,7,72.59194458,1205.132191,0.35530065,0.930804824,746,0
279,0.934412149,0,81,2,92.90376293,502.5567161,0.971676877,0.405431906,979,0
280,1.805286545,1,191,17,63.75691234,469.3591334,0.822490696,0.432162569,489,1
281,3.162023497,4,288,11,27.68722538,439.5998404,0.540101672,0.126311412,361,0
282,0.617999453,2,44,3,46.01583455,1859.976833,0.971866603,0.24145045,135,0
283,3.394086881,2,169,9,13.43788425,1042.752623,0.928922203,0.018323623,914,0
284,1.15648088,2,433,19,81.1821268,132.5063512,0.259370171,0.160347146,732,0
285,2.413203361,0,436,14,78.91651936,2708.304508,0.603215527,0.67353533,825,0
286,2.912641668,3,357,12,68.68656389,180.6531703,0.098016712,0.314148079,242,0
287,2.696681902,0,175,4,37.23339872,557.9103411,0.651858124,0.136337375,169,0
288,0.884727022,2,220,3,74.85342385,1298.732901,0.517885075,0.026774779,478,0
289,0.290984142,2,399,11,71.5362654,3937.594924,0.004108266,0.633374349,178,0
290,2.704823286,1,302,11,86.12626804,3088.343834,0.872394026,0.196765949,867,0
291,3.379585005,0,348,17,16.33565277,435.3287532,0.197540757,0.074236859,602,0
292,1.026730059,0,107,17,45.05163066,1580.806806,0.420075247,0.75043953,414,0
293,1.868422101,2,134,17,83.54270871,2457.685249,0.418824839,0.626604261,384,0
294,1.182752414,0,336,9,18.21369007,300.6899258,0.429707744,0.002911602,872,0
295,1.905436896,0,292,16,41.34386361,607.1545547,0.008096684,0.520376125,756,0
296,1.946235063,0,412,3,59.86896131,3405.325257,0.681502437,0.880557483,139,0
297,2.267129453,0,303,10,41.21831959,466.5083168,0.623334029,0.538089037,870,0
298,2.497973666,3,433,19,45.11951881,2524.066078,0.958979888,0.98937997,904,0
299,0.747739195,0,405,5,68.49107229,918.7008216,0.219553301,0.3123408,559,0
300,0.130216828,2,449,6,64.17637875,3646.036001,0.622428467,0.003123185,233,0
301,1.292771708,1,110,18,57.76915112,3525.508937,0.343868685,0.400162781,155,0
302,3.275308292,3,279,15,59.80315312,640.8120999,0.574013874,0.807041692,592,1
303,1.262986311,4,134,6,93.6748014,1547.883527,0.084046956,0.15418406,657,0
304,1.383739348,0,221,14,70.72763131,1370.924329,0.824520701,0.696011547,325,0
305,0.894725997,3,125,4,54.31642523,2621.817584,0.243541027,0.98871838,415,0
306,0.857956853,4,476,7,10.56890155,2775.597932,0.342377993,0.100954481,149,0
307,2.277179657,2,44,10,69.39954819,3693.413745,0.288397423,0.592154722,850,0
308,1.527945003,0,491,2,42.63428644,1654.519291,0.14698329,0.402034206,771,0
309,0.532466863,4,113,15,52.79416025,2743.797224,0.553184085,0.765660881,880,0
310,2.1141959,4,418,17,54.88422979,2809.34418,0.521854305,0.532440773,662,0
311,1.455840691,3,129,9,67.37354927,1797.501097,0.823783471,0.231691977,894,0
312,2.767672222,0,136,3,26.77887874,1503.785024,0.146561995,0.610377938,202,0
313,0.359434822,3,362,19,81.22270842,768.4315935,0.42054038,0.830730507,269,0
314,2.725310729,4,495,4,26.72027459,744.3158303,0.635827798,0.185758916,339,0
315,1.699670159,1,284,7,84.30155354,1887.484443,0.729327725,0.554220487,896,0
316,3.23162874,1,357,16,53.73252007,702.6876766,0.493865257,0.794831603,647,1
317,0.23748718,4,461,15,76.78810024,3614.805713,0.125688774,0.691000169,506,0
318,2.303833584,4,316,19,63.02518145,3738.685334,0.386111399,0.196828115,481,0
319,0.10923115,3,447,10,30.5159417,1663.536494,0.957367097,0.885937801,836,0
320,3.152007821,2,455,3,44.11445426,2836.752983,0.293544355,0.450452269,305,0
321,2.001917748,0,295,13,75.63326001,2786.348327,0.829557105,0.852365196,776,0
322,0.455110337,4,133,3,50.8739283,3192.26404,0.598027539,0.218792448,730,0
323,3.009948555,1,275,3,68.69853516,787.8961108,0.931225229,0.212025661,650,0
324,1.830876962,1,411,8,42.78879943,2833.272425,0.733111228,0.705276743,652,0
325,2.282509438,0,232,10,43.7540033,1347.687152,0.344939159,0.279386564,961,0
326,2.447914997,3,100,19,50.12590134,824.4240125,0.980961365,0.235575573,318,0
327,2.916459713,4,273,7,25.27910294,2523.977436,0.863591984,0.653159917,156,0
328,3.029279191,0,367,12,30.48697449,2262.613616,0.36719557,0.048496922,225,0
329,1.107060433,0,210,8,79.57374868,98.63214849,0.603740701,0.331726314,954,0
330,3.116601427,3,367,1,39.58768984,1831.559478,0.136383903,0.040739721,997,0
